Tweet,ID
"""Potential concern that employer failed to implement Center for Disease Control (CDC), Local Health Department and Cal/OSHA Guidance on Requirements to Protect Workers from Coronavirus to prevent the spread between person-to-person and close contact, sanitizing of area/containers and/or provide personal protective equipment from COVID-19.  (Reference Title 8 CCR 3203 & 3380)"" - Tosca, Ltd. in Salinas, CA",C-1582610
"""1. Social distancing rules are neither being followed nor enforced.   T8 CCR 32032. Registers are too close to one another prohibiting the allowance of social distancing protocols.   T8 CCR 3203"" - Costco in South San Francisco, CA",C-1582887
"""The employer failed to maintain an effective Injury and Illness Prevention Program (IIPP) in that the employer failed to ensure that COVID-19 precautions per the state executive and local public health department orders are being followed at the workplace. T8 CCR 3203(a)(4)(6)."" - Northbay Dental Care, Dr. in Santa Rosa, CA",C-1582923
"""T8 CCR ?3203(a)(4)(B) ?  Two positive cases of Covid 19 on site and exposure to other employees."" - Embee Processing in Santa Ana, CA",C-1582755
"""T8CCR 3203(a) - Employees are told that they don't have masks for employees.  Employees have to bring their own masks from home.T8CCR 3203(a) - Gloves are kept in areas where it they can come into contact with contaminants.  They are removed form the box and kept with items that have come in contact with residents."" - Mayflower Care Center in El Monte, CA",C-1582616
"""T8CCR 3203(a)(4)(f) - Dangerous unhealthy environment.  No proper PPE.  COVID-19 testing infected public, infected employees.  Disinfect sanitize and sterilize environment."" - AltaMed Health Services Corporation in Commerce, CA",C-1582777
"""Complaint of having to share face shield, having the wrong masks, lack of COVID-19 communication from management, improper sanitizing, and lack of social distancing. In your response, please provide information on how you are addressing social distancing; following CDC, State, and local guidance on reducing number of people in a space; disinfection practices; personal protective equipment (PPE) and training for your employees."" - The Arc of the in Farmington, CT",C-1581129
"""1) Staff not provided with PPE including N95s and face shields while handling a patient presenting symptoms related to COVID-19. Staff was not made aware of a patient being tested for COVID-19 prior to arriving into the facility resulting in staff unknowingly handling him/her without any PPE. Additionally, patients that exhibit positive symptoms are not given a mask to prevent infecting others and staff are not provided with respiratory protection while handling these patients or when cleaning the potentially infected surfaces of equipment used in patient rooms. 2) A suspected COVID-19 positive patient was freely walking around the facility and placed in a room with three other patients at the facility. The hospital brought census back up to full capacity preventing them from isolating COVID-19 patients due to the lack of available rooms.3) The facility is running low on disinfectant wipes potentially exposing staff and patients to contaminated surfaces."" - NATCHAUG HOSPITAL, INC. in Mansfield Center, CT",C-1581309
"""The employer has one confirmed case of Covid-19 and two presumed cases and is continuing to operate in a normal capacity."" - Astronova Inc. in West Warwick, RI",C-1581152
"""Employees, at the Network Distribution Center (NDC), who are required to retrieve scanners from the Computer Room at the beginning of each shift, are at risk of exposure to:1. the COVID-19 virus while congregating in the hallway outside of the Computer Room and when entering the Computer Room as engineering controls, work practices, administrative controls, and/or personal protective equipment protocols have not been effectively identified and implemented; and,2. Struck-by hazards from powered industrial truck (PIT) use in the hallway outside of the Computer Room."" - U.S. POSTAL SERVICE in Springfield, MA",C-1581138
"""There are employees  positive and sick with  COVID19. Employees who were and are  positive for COVID19 have been continuing to come into work and the infection has spread  to numerous employees. Employees have not been provided information including quarantine procedures to follow I f they worked with employees that were and  have COVID 19.Management at the company has threated employee with termination if they follow the required 14 day quarantine orders after exposure to a positive COVID19 coworker.Employer is only providing one disposable face mask per employees per week. "" - Cavicchio Greenhouse in Sudbury, MA",C-1582832
"""Delivery personnel not maintaining social distancing and not wearing a mask.Office personnel not maintaining social distancing and not wearing masks."" - LINCARE INC. in Rutland, VT",C-1582378
"""1. Employing over 5 people at a time without cause2. Not sanitizing services3. Not enforcing proper hand washing4. Not enforcing or following social distancing5. Not providing adequate safety training"" - FELDMANS BAGELS, LLC in Burlington, VT",C-1582469
"""Employees who are home health aides  are required to paid for respiratory protection such as N95."" - Karing and Kindness in Linwood, NJ",C-1581306
"""1) It is alleged that the employer has not cleaned or disinfected areas where employees were working and were suspected/confirmed to have COVID-19."" - Teachers Federal Credit Union in Bay Shore, NY",C-1581288
"""The employer is not providing cleaning supplies and protective equipment or cleaning according to the CDC guidelines in order to prevent the spread of COVID-19 within the Halfway House and Family House Buildings."" - LIBERTAE in Bensalem, PA",C-1580979
"""1. Residents with signs and symptoms of COVID-19 are not being appropriately isolated from others as recommended by the CDC.2. Employees are being assaulted by residents because an adequate Workplace Violence Prevention Program is not in place including determining resident protection levels and adequate staffing."" - Horsham Clinic in Ambler, PA",C-1581022
"""Confirmed positive case of COVID-19 and the employer is not ensuring that cleaning and disinfecting of work areas are being performed to limit the potential exposure of COVID-19 to employees."" - BI Inc. in Manassas, VA",C-1581009
"""The employer is not implementing precautions to protect employees from contracting and spreading the Coronavirus (COVID-19) in the workplace:a.) Social distancing guidelines are not being enforced in areas such as the break room(s) or check in area(s)b.) Enhanced routine environmental cleaning or additional disinfection for frequently touched surfaces is not being performed."" - Lidl Regional Distribution Center in Fredericksburg, VA",C-1581060
"""1) Employees are exposed to infectious disease such as but not limited to COVID-19 in that the employer requires the reuse of disposable single use equipment such as but not limited to gowns and filtering face piece respirators."" - Jackson Hospital & Clinic, in Montgomery, AL",C-1581198
"""COVID-19 cases have increased amongst employees.  Inadequate measure are present to prevent transmission of the disease."" - Pilgrim's Pride Corporation in Sanford, NC",C-1582133
"""Employees could be exposed to the corona virus at work, due to there being 3 cases among the workforce, and the employer is not sanitizing, and enforcing the 6 foot social distancing order."" - Norcraft Companies, L.P. in Liberty, NC",C-1581453
"""1. Recommendations regarding social distancing are not being followed; employees are required to work in an office space where they are less than 2 feet apart."" - The Village at Vanderbilt in Nashville, TN",C-1581281
"""1. Recommendations regarding social distancing are not being followed."" - LG Electronics U.S.A., Inc. in Clarksville, TN",C-1581269
"""1. The employer does not providing enough PPE. Staff members come in physical contact with 45 clients each day. They are allowed one surgical mask per week.The employer does not require clients to follow the State's at home order and one client died as a result of exposure to COVID-19.Ten or more of the employees have been quarantined. Hazard Location: All residential housing. Each house holds approximately 2-12 clients per house."" - Grand Prairie Services in Tinley Park, IL",C-1581332
"""The employer is not practicing the 6 foot social distancing protocol, and in particular when the employees have to deal with the general public."" - Transitional Design in Broadview Heights, OH",C-1581343
"""1.  Employees provided one N95 face mask per week.2.  Employees not trained in procedures for extended use and re-use of N95 face masks per CDC guidelines.3.  Employees not trained in proper procedures for putting on and removing N95 without self-contaminating.4.  Employees not provided gowns or aprons for use.5.  No screening of employees prior to entering location.6.  No training on disinfection of rooms and facility between patients."" - Preferred Dental Partners - in Horicon, WI",C-1581293
"""1. Employees are not given gloves and mask to protect themselves from COVID-19."" - HM Graphics, LLC DBA in West Allis, WI",C-1581303
"""1. The employer is not following CDC guidelines for increased cleaning and sanitizing of the facility after employees have tested positive for Covid-19. Not all of the equipment in the production area is being cleaned regularly.Applicable OSHA standard(s): Section 5(a)(1) General Duty Clause of the Occupational Safety and Health Act of 1970, 1910.141"" - Rahco Rubber, Inc. in Des Plaines, IL",C-1581952
"""Employees are working with other possible COVID-19 employees and patients.  Employer is disregarding notifications of possible infections and employee concerns. OSH ACT of 1970 Sect 5(a)(1)"" - Royal Dental in Houston, TX",C-1581216
"""1.  Employees told they can provide their own personal protective equipment to protect themselves from the COVID 19 virus.2.  Employer not following the guidelines for the COVID19 virus."" - H & R Coatings, in Sheridan, WY",C-1581393
"""The employer is not following CDC and AZDHS Guidelines for social distancing to slow the spread of COVID-19, as employees are within six feet of each other, in areas such as but not limited to, entrance employee temperature screening, breakroom, elevator, and stairs.Employee has not provided proper training to all employees, for wearing, donning and doffing (face masks) personal protective equipment (PPE).The employer did not follow CDC and AZDHS guidelines for self-quarantine of 14 days, for potential positive case, one employee returned after only quarantining for three days.Employees are not free to voice safety and health concerns."" - Taser International, Inc. DBA in Scottsdale, AZ",C-1581229
"""Potential concern that employer failed to implement Center for Disease Control (CDC), Local Health Department and Cal/OSHA Guidance on Requirements to Protect Workers from Coronavirus to prevent the spread between person-to-person and close contact (within about 6 feet), or provide personal protective equipment from COVID-19.  (Reference Title 8 CCR 3203 & 3380)"" - Morgan Hill Animal Hospital in Morganhill, CA",C-1581103
"""1. The employer is having employees ride in the same vehicle when going to sites to service filters and is not providing face masks. The employer failed to ensure that COVID-19 precautions per the state executive and local public health department orders are being followed at the workplace. T8 CCR 3203(a)(4)(6).2. The employer does not provide proper Personal Protective Equipment (PPE) such as gloves, safety glasses, face masks or face shields for working with materials pumped out of sewer filters and instercepter tanks. The employer failed to perform a hazard assessment and select and have each employee wear proper Personal Protective Equipment (PPE). T8 CCR 3380(f)."" - Revel Environmental Manufacturing Inc. in Concord, CA",C-1582913
"""about employees were told to wear face masks, some wear them and some don?t. The wearing of face masks is not being enforced.Second complaint: Shopping carts blocking emergency exit doors."" - FRED MEYER STORES INC in Bremerton, WA",C-1581685
"""SITE:  South Field Complex , Weymouth, MA 1.   Due to the nature of the work and the different trades, employees are not able to distance.  Employers are not ensuring workers staying at least 6 feet apart at the work site or providing alternate methods of protection;2.   Employer is not ensuring employees wear masks to help minimize spread of COVID 19; 3.   Employer has set up system to take temperatures, however it is not effective as many workers are going through other entrances to avoid the lines. 4.   Recommendation: OSHA website: COVID-19 Guidance for the Construction Workforce   https://www.osha.gov/Publications/OSHA4000.pdf5.   Recommendation: CDC website: Implementing Safety Practices for Critical Infrastructure Workers Who May Have Had Exposure to a Person with Suspected or Confirmed COVID-19 Interim Guidance https://www.cdc.gov/coronavirus/2019-ncov/community/critical-workers/implementing-safety-practices.html"" - DELLBROOK CONSTRUCTION LLC South in Weymouth, MA",C-1580732
"""Employees working throughout the warehouse at 190 Fiberloid St., Springfield, MA are exposed to COVID-19 due to: 1. Social distancing practices (six foot minimum) have not been implemented where employees must work or meet in close proximity to each other. 2. Employees are exposed to positive or presumed positive COVID-19 employees due to a lack of effective training on COVID-19 hazards for which they may be exposed and a lack of work practice and appropriate disinfection practices as recommended by CDC and other local health authorities. "" - U.S. POSTAL SERVICE in Springfield, MA",C-1580430
"""Employees working throughout the facility at 16 2nd Street Palmer, MA are exposed to COVID-19 due to: 1. Social distancing practices (six foot minimum) have not been implemented where employees must work or meet in close proximity to each other. 2. Employees are exposed to positive or presumed positive COVID-19 employees due to a lack of effective training on COVID-19 hazards for which they may be exposed and a lack of work practice and appropriate disinfection practices as recommended by CDC and other local health authorities. 3. Restrooms are keep in an unsanitary condition such as but not limited fecal matter on the walls.4. Lack of personal hygiene supplies such as but not limited soap for hand washing and towels to dry hands.5. Instances when employees can not practice social distancing from one another employer has not implemented a PPE program to include the supply of an wearing of face coverings, I.E. masks or filtering face pieces."" - Clyvanor Corp. in Palmer, MA",C-1580713
"""1. Social distancing practices (Six foot minimum) and additional work practices controls have not been implemented in the office areas where employees work 8 hour shifts in close proximity to each other.   2. Employees have not been effectively trained on COVID-19 hazards for which that they may be exposed due to lack of social distancing, proper work practices and appropriate disinfection practices as recommended by CDC and other local health authorities. "" - New England Farm Workers in Springfield, MA",C-1580756
"""1. Social distancing practices (Six foot minimum) and additional work practices controls have not been implemented in the office areas where employees work 8 hour shifts in close proximity to each other.   2. Employees have not been effectively trained on COVID-19 hazards for which that they may be exposed due to lack of social distancing, proper work practices and appropriate disinfection practices as recommended by CDC and other local health authorities. "" - BFAIR in Northampton, MA",C-1581100
"""Employees are in direct contact with COVID-19, patients to provide care and the employer is not following the CDC recommendations nor the manufactures recommendations for the extended use of N95 respirators that are being utilized by the employees that are in direct contact with the COVID-19 patients. Employees are utilizing the N95 respirators for approximately seven days of multiple use without being replaced."" - Regency Care of Arlington in Arlington, VA",C-1580609
"""There was a confirmed case of coronavirus and the facility was shut down for one day for cleaning.  Employees returned to work after one day and the bathrooms, offices and work stations are not clean.  Employees do not know what to do."" - Armacell, LLC in Mebane, NC",C-1580843
"""1.  Employees are exposed to electrical hazards while working near the Sodium Sulfide tanks due to electrical wires laying in puddles of water after rainfalls.2.  Employees are operating damaged equipment, such as ""case loaders"", which have broken windshields.3.  The employer has unlabeled chemical tanks on the site.4.  The employer is not practicing social distancing inside the ""SX"" control room."" - American Zinc Products LLC in Mooresboro, NC",C-1580851
"""1. The grill has a gas leak.2. The fryer is not made to where it will drain properly.3. Employees are exposed to a potential shock hazard in the back of the facility near the breakers behind the bread as there is a piece of metal sticking out of an electrical outlet.  It appears something was broken off in it.4. The company has mandated that gloves be worn due to corona virus but employees are not wearing gloves."" - Sonic Drive-In in Columbia, TN",C-1582490
"""1 of 1: Employees are exposed to others in the facility that may have tested positive for the COVID19 virus in the facility and the employer is not following CDC guidelines such as but not limited to social distancing, and monitoring of symptoms. "" - NATIVE FLORAL GROUP LLC in Lombard, IL",C-1580766
"""1 of 1: The employer has not implemented CDC guidelines in response to the COVID19 pandemic for employees that are at risk. Recommended guidelines consist of but are not limited to social distancing, use of personal protective equipment such as N95 respirators, face shields, disposal protective gowns."" - Northwest Periodontics in Crystal Lake, IL",C-1580966
"""1. The employer is not following the CDC guideline for COVID-19 such as be not limited to social distancing, cleaning or requiring employees to use personal protective equipment.Applicable OSHA Standard Section 5a1 of the OSH Act of 1970."" - HOME DEPOT U.S.A., INC. in Joliet, IL",C-1580700
"""1.  The employer is not requiring employees to maintaining social distancing of six feet while working in the restaurant.2.  Employees are not required to wear gloves and face masks while working in the restaurant."" - Fricker's in Dayton, OH",C-1580379
"""Employees are exposed to the following alleged hazards:1. Employer is not enforcing the employees to wear masks. 2. Employer is not enforcing employees to use social distancing be being six feet apart."" - Baesman Group in Hilliard, OH",C-1580758
"""Approximately 20 employees are exposed to the following alleged hazards:1.  Metal parts are stacked too high and are unstable.2. Items to be processed or put away are stacked and blocking exit doorways.3. Employees are not trained on hazardous chemicals they use.  An example is the solution used in the parts in the parts tumbler.4. Employees are not provided masks for protecting themselves from COVID 19.5. Equipment and restrooms are not being sanitized."" - Central Ohio Metal Stamping in Columbus, OH",C-1581063
"""Employer is not following CDC guidelines regarding COVID-19. Location: Plant #4"" - A-1 Creative Packaging Corporation in Palmyra, WI",C-1580678
"""Employer not following CDC guidelines regarding COVID-19. Employees are concerned that there are workers who tested positive for COVID-19, however management has not notified employees. Adequate safety measures are not being implemented and enforced such as masks are not being provided or personal protective equipment enforced to wear. "" - Eaton Corporation in Waukesha, WI",C-1581133
"""1. The employer is not following CDC guidelines for increased cleaning and sanitizing of the facility after employees and residents have tested positive for Covid-19 and are not following social distancing CDC guidelines. Applicable OSHA standard(s): Section 5(a)(1) General Duty Clause of the Occupational Safety and Health Act of 1970, 1910.1412. The employer is not following CDC guidelines for providing employees with N95 respirators after employees and residents have tested positive for Covid-19.Applicable OSHA standard(s): Section 5(a)(1) General Duty Clause of the Occupational Safety and Health Act of 1970, 1910.141, 1910.132, 1910.138"" - Paul House & Health in Chicago, IL",C-1580776
"""facility. There may have been 1 to 2 cases that have resulted in hospitalization. The facility never shut down or did a massive cleaning. They have only notified the employees who worked closely with the employees who may have been exposed. They stopped giving employees the number of confirmed cases after 5 cases. They are continuing to run all shifts. They have yellow that are stacked three-high to allow more social distancing, creating a walkway, but they are only one foot wide and are presenting a trip and fall hazard."" - Amazon com Incorporated in Watson, IN",C-1583088
"""1) Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work"" - Robin Run Village in New Augusta, IN",C-1583089
"""1) Employer not providing hand sanitizer. 2) |Employer not enforcing social distancing. 3)Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work|. 4) Employer not disinfecting/deep cleaning work place. 5) Employer not providing PPE such as gloves, masks, face shields, etc."" - Penske Logistics in Shelbyville, IN",C-1583092
"""The employer is not following the requirements to protect employees from the spread of COVID-19. Specifically:1.  Although the executive order states that employees who can work from home must do so, employees are working in the office.2.  In the office setting, employees are not social distancing."" - Robert Half International Inc in Minneapolis, MN",C-1581645
"""1. Employees being exposed to COVID-19 without proper personal protective equipment being provided or following proper hygine practices."" - The Eye Clinic Surgicenter in Billings, MT",C-1580553
"""1) The employer has not instituted additional precautions/procedures/Personal Protective Equipment (PPE) for employees to assist in preventing employee exposure to the COVID-19 virus. Precautions/procedures to include, but not limited to, CDC/OSHA recommendations. Contrary to Section 5(a)(1) of the OSH Act of 1970."" - Madison Daily Leader in Madison, SD",C-1580511
"""1. Employees are exposed to health hazards. It was reported that craft employees on three shifts will no longer have staggered report times. This does not follow CDC guidelines for social distancing and exposes employees to COVID-19. Contrary to Section 5(a)(1) of the OSH Act."" - U.S. POSTAL SERVICE in Denver, CO",C-1580799
"""The employer is not providing masks and/or face coverings at no cost to employees when they are required. Employees are exposed to health hazards associated with COVID-19."" - U. S. Postal Service in Antioch, CA",C-1580657
"""The employer is not following CDC guidelines for self quarantine for travelers outside the United States, as workers from Mexico were not quarantined.The employer is not following CDC guidelines for screening employees for COVID-19 with temperature checks.Employees do not feel free to voice safety and health concerns."" - Rose Acre Farms, Inc. in Bouse, AZ",C-1582043
"""T8 CCR 5144(k) lack of training for using PPE, N95 mask.T8 CCR 5144(f) No fit testing prior to use of N95 mask."" - Country Hills Post Acute in El Cajon, CA",C-1583619
"""T8CCR 3366(d)- No soap is provided to employees.T8CCR 3203(a)- No masks are provided to employees and social distancing is not being enforced.T8CCR 3668(a)- Forklift drivers are not trained. T8CCR 3650(t)(16)- Forklift drivers leave forks in the air when parking the forklift.T8CCR 3650(t)(9)- Forklift driers speed throughout the warehouse and are not driving with care.T8CCR 3362(a)- Oil on the floor from equipment is a slip hazard in the walkways."" - Performance Engineered Products Inc. in Pomona, CA",C-1581410
"""T8CCR 3203(a)- Social distancing is not being enforced and the use of masks is also not being enforced. The walkway gate it closed and required employees and patrons to enter through the driveway. Management is not updating employees in a timely manner of the symptoms of COVID-19. The CDC recently announced more symptoms of COVID-19 and employees were not informed."" - Department of Motor Vehicles in Rancho Cucamonga, CA",C-1581417
"""1.Employer is not providing PPE to employees  preventing transmission (hand Sanitizer, face masks, and gloves)2.Employer is denying the use of PPE to employees  to prevent transmission (face mask)"" - Kuna Counseling Center LLC in Kuna, ID",C-1581329
"""Serious"" - Employment Connections Inc in Eugene, OR",C-1580931
"""Serious"" - Springfield Eugene Emergency Veterinary in Springfield, OR",C-1581660
"""There is ZERO PPE being provided for associates. No gloves or masks. No sneeze guards. Nothing for PPE to protect from contracting COVID 19 while handinling money all day long"" - PETSMART INC DBA PETSMART in Tacoma, WA",C-1580933
"""Staff in the Adult Unit are not provided with face shields or N-95 masks to care for a patient in isolation who was admitted on 4/19/2020 after the patient was exposed to a confirmed COVID-19 positive case. There is believed to be 30 employees who may have been exposed since the patient was admitted. The patient developed symptoms on 4/24 and was put in isolation on 4/25."" - NATCHAUG HOSPITAL, INC. in Mansfield Center, CT",C-1579762
"""It is alleged that cleaning solution, Virex plus,  placed in small bottles have illegible labels and, the bottles do not specify potential employee exposure hazards or instructions."" - Long Island Community Hospital in Patchogue, NY",C-1579563
"""City Hall employees do not have PPE for Covid 19, are not aware of any cleaning being done.  Citizens are allowed to enter building without masks or gloves."" - City of Ocean City in Ocean City, NJ",C-1581136
"""1. Employees are not provided with sanitizers or cleaning agents to disinfect the work arear.2. Employees are not provided with gloves in the workplace safeguard against potential exposure to the COVID-19 pathogen."" - Southern Harvest Insurnace Agency, in Savannah, GA",C-1579746
"""1.  The employer is not reporting cases of COVID-19 among the patients to the employees.  Diagnosis information is hidden from the employees and paperwork is being removed from the charts.  As a result, employees don't know when precautionary measures must be taken.2.  Employees are working with COVID-19 patients without proper respiratory protection.  They are only provided dust masks from Lowes."" - Caromont Health (A Corp) in Gastonia, NC",C-1580079
"""Hot water is not available for hand washing in the breakroom and bathrooms.  A hot water heater is not plumbed to breakroom and bathrooms faucets.  Inadequate hand washing facilities available to prevent transmission of COVID-19."" - American Insulated Glass in Dallas, NC",C-1580858
"""1. Employees are exposed to COVID-19 due to the employer not enforcing social distancing.  Possible related statute: OSH Act Section 5(a)(1)"" - Power Solutions in Wood Dale, IL",C-1579666
"""1. Employees were serving ice cream to public without masks and gloves.2. Employees were not trained on how to properly and safely use the disinfectant Sunburst Chemicals Bio Clean."" - United Dairy Farmers in Milford, OH",C-1579519
"""Employee's are not provided with any PPE, such as face masks when social distancing cannot be met in regards to Covid-19. Hand sanitizer and gloves are also not provided. The racking in the warehouse is unstable and not installed properly and is held up by 2x4?s and other pieces of wood.In the back of the building there is no hot water or soap at the hand washing station. "" - Green Sales Company in Cincinnati, OH",C-1579698
"""1. Covid 19. Not adequate PPE"" - Westpark Neurology and Rehabilitation in Cleveland, OH",C-1579809
"""The employer has not used engineering and administrative controls to reduce employee exposures to COVID-19. The employer has failed to adequately restrict the unnecessary movement of contaminated scrubs in the hospital. The employer has chosen not collect and launder contaminated  scrubs of nurses and staff caring for COVID-19 patients. PPE that has been provided to staff caring directly for PUI/positive patients does not protect employees from exposure to the COVID-19 virus. "" - Clement J. Zablocki VA in Milwaukee, WI",C-1580544
"""1.)  The employer has not used engineering and administrative controls to reduce employee exposures to COVID-19. The employer has failed to adequately restrict the unnecessary movement of contaminated scrubs in the hospital thereby exposing hospital employees to COVID-19.2.)  The employer has not used engineering and administrative controls to reduce employee exposures to COVID-19. Specifically, social distancing practices not properly or effectively implemented.3.)  The employer has failed to inform workers when they have been exposed to patients or coworkers with suspected or confirmed COVID-19."" - Ascension St. Francis Hospital in Milwaukee, WI",C-1580672
"""Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work.Employer not disinfecting/deep cleaning work place.Other:Having high school kids doing the temperature checks."" - Jordan Manufacturing in Monticello, IN",C-1580137
"""1.  Employees that was diagnosed with coronavirus are continuing to report to work with employer's knowledge."" - Pluto Corporation in French Lick, IN",C-1581589
"""1.  Employer not providing hand sanitizer.2.  Employer not enforcing social distancing|Employer not disinfecting/deep cleaning work place.3.  Employer not providing PPE such as gloves, masks, face shields, etc.4.  Business operating even though business classified as nonessential.5.  They are not cleaning the plant. Surfaces are dirty.  6.  Workers work shoulder-to shoulder. 7.  There is only one bottle of hand sanitizer in the building, by the time clock. Employees must use their fingers to clock in. 8.  They are forcing employees to work 10 hours days and they are not provided any protection. 9.  Employees must bring in their own PPE. Employees returned to work."" - Indiana Marine Products, Inc. in Angola, IN",C-1581601
"""1.  Employer not enforcing social distancing.2.  Employer not providing PPE such as gloves, masks, face shields, etc.3.  Employer coming to customers homes that are potentially in the high risk category for COVID-19.4.  Business operating even though business classified as nonessential."" - Aarons in Logansport, IN",C-1581605
"""1.  Employees required to work while under physicians orders to self quarantine."" - CTP CORPORATION in Southport, IN",C-1581608
"""1.  Employer not providing hand sanitizer.2.  Employer not providing PPE such as gloves, masks, face shields, etc.3.  Business operating even though business classified as nonessential."" - Priority Fitness in Bedford, IN",C-1581609
"""1.  Employer not providing hand sanitizer.2.  Employer not providing PPE such as gloves, masks, face shields, etc.3.  Business operating even though business classified as nonessential."" - Priority Fitness in Bedford, IN",C-1581611
"""1.  Employer not enforcing social distancing.2.  Employer not disinfecting/deep cleaning work place.3.  Employer not providing PPE such as gloves, masks, face shields, etc.4.  Business operating even though business classified as nonessential."" - Colerain RV of Indianapolis in Indianapolis, IN",C-1581615
"""1.  Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work.2.  Employer not providing PPE such as gloves, masks, face shields, etc."" - Utilimaster Spartan Motors in Bristol, IN",C-1581616
"""1.  Employer not providing hand sanitizer.2.  Employer not providing PPE such as gloves, masks, face shields, etc.3.  Business operating even though business classified as nonessential."" - Toyota Motor Manufacturing Indiana in Princeton, IN",C-1581619
"""1.  Employer not enforcing social distancing.2.  Employer not providing PPE such as gloves, masks, face shields, etc."" - IndyVet Emergency and Specialty in Indianapolis, IN",C-1582192
"""1.  Employees are required to share wireless headsets during the COVID-19 without knowing they have been disinfected prior to use.2.  Employees have not received training on cleaning and disinfecting headsets during COVID-19."" - United Airlines in Houston, TX",C-1580361
"""Employees at the Emergency Room entrance and at the min entrance who are taking temperatures are not provided with proper personal protective equipment."" - Baptist Health DBA Baptist in North Little Rock, AR",C-1579914
"""1) The employer has not instituted additional precautions/procedures/Personal Protective Equipment (PPE) for employees to assist in preventing employee exposure to the COVID-19 virus. Precautions/procedures to include, but not limited to, CDC/OSHA recommendations. Contrary to Section 5(a)(1) of the OSH Act of 1970."" - Silk Road Cafe in Vermillion, SD",C-1578830
"""Employees are potentially exposed to health hazards associated with COVID-19. It has been reported that precautions such as but not limited to social distancing, limiting amount of people inside the work place, PPE, or training workers about the hazards of COVID-19 while in the work place.  The employer has failed to properly assess the hazards in the workplace and provide the appropriate PPE. Contrary to 29 CFR 1910.132 and/or Section 5(a)(1) of the OSH Act."" - Xpo Logistics, LLC. in Henderson, CO",C-1579941
"""The employer is not following CDC and AZDHS guidelines for social distancing to slow the spread of COVID-19, eight employees are working within six feet of each other due to space of equipment."" - Runway Depot, LLC DBA in Scottsdale, AZ",C-1580642
"""1. The Employer has not followed CDC and OSHA guidelines for protecting employees after confirmed cases of COVID-19 in the workplace.2. Employees are not free to voice safety and health concerns to management without fear of reprisal."" - JBS Tolleson, Inc. DBA in Tolleson, AZ",C-1585156
"""T8CCR 3203(a)(4) -  Not following the guidelines in place for COVID-19. There is no social distancing or disinfecting/sanitizing."" - FEDEX in Ontario, CA",C-1580767
"""T8CCR 3203(a)(4) -  Not following the guidelines in place for COVID-19. There is no social distancing."" - Miller Casting in Whittier, CA",C-1580789
"""Serious"" - Integrated Electronic Systems Inc in Junction City, OR",C-1580317
"""Other Than Serious"" - I & E Family in Cave Junction, OR",C-1580921
"""social distancing is not being implemented, protective gear is not being provided, and sanitization is not being done on regular basis."" - AUTOMATIC WILBERT VAULT CO in Tacoma, WA",C-1580330
"""1. Employer has not provided follow-up care or information (in accordance with HIPPA and local and state health authorities) to employees whose co-workers have become ill with COVID; 2. Employer has not cleaned and disinfected plant in accordance with CDC guidelines after employees became ill with COVID; 3. Employer has not developed and implemented plan to protect employees from COVID that includes:   a. Engineering controls: for example plexiglass shields between workstations; slower conveyor speeds;   b. Administrative controls: for example 'distancing, moving workstations   c. personal protective equipment such as face masks.4. Recommendations:Implementing safety practices for critical workers who may have had exposure to a person with suspected or confirmed covid-19."" - Blue Harvest Fisheries in New Bedford, MA",C-1578742
"""The employee alleged a positive case of Covid-19 was reported at the work place.  The employee alleged that the work place is still operational."" - Eagle Manufacturing Company, Inc. in Colchester, CT",C-1579540
"""An employee alleged that management allowed too many people into the store."" - Home Depot in Glastonbury, CT",C-1579641
"""At the DCU Field Hospital (located at 50 Foster Street in Worcester, MA), healthcare workers are caring for COVID-19 patients; and, engineering controls; work practices; administrative  controls; and personal protective equipment, including respirator selection, fit testing and training, have not been implemented to minimize occupational exposure to the COVID-19 virus."" - UMass Memorial Medical Center in Worcester, MA",C-1579012
"""1) It is alleged that employees are exposed to unsanitary conditions in that they are not provided with hot running water or tepid running water in the employee restrooms. 2) It is alleged that employees are not provided with potable water."" - Ace Hardware in Farmingdale, NY",C-1579837
"""1) The employer does not have the appropriate measures for infection control plan including personal protective equipment, training, etc.2) The employer has not implemented social distancing for infection control.Refer to the Centers for Disease Control CDC guidance for employers at this link. https://www.cdc.gov/coronavirus/2019-ncov/community/organizations/businesses-employers.htmlOSHA in coordination with the Department of Health and Human Services has prepared Guidance on Preparing Workplaces for COVID-19. It can be found here: https://www.osha.gov/Publications/OSHA3990.pdf"" - Champion Skyline in Leola, PA",C-1579079
"""The employer is not implementing precautions to protect employees from contracting and spreading the Coronavirus (COVID-19) in the workplace:a) Employees working at customer's residence are not provided soap and/or hand sanitizer to wash/clean hands in the field.b) Employees with signs of sickness are allowed to work and are not sent home.c) Employees working in customer?s residence are unable to maintain the 6 foot social distancing requirements with other employees working the same job."" - Universal Heating and Plumbing, in Richmond, VA",C-1579678
